2024-08-13 18:05:28,380 INFO    MainThread:4972 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-08-13 18:05:28,381 INFO    MainThread:4972 [wandb_setup.py:_flush():76] Configure stats pid to 4972
2024-08-13 18:05:28,381 INFO    MainThread:4972 [wandb_setup.py:_flush():76] Loading settings from C:\Users\HP\.config\wandb\settings
2024-08-13 18:05:28,381 INFO    MainThread:4972 [wandb_setup.py:_flush():76] Loading settings from C:\Users\HP\OneDrive\Documenti\GitHub\with_hydra\wandb\settings
2024-08-13 18:05:28,381 INFO    MainThread:4972 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-08-13 18:05:28,381 INFO    MainThread:4972 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-08-13 18:05:28,382 INFO    MainThread:4972 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': 'C:\\Users\\HP\\OneDrive\\Documenti\\GitHub\\with_hydra\\main.py', 'program': 'C:\\Users\\HP\\OneDrive\\Documenti\\GitHub\\with_hydra\\main.py'}
2024-08-13 18:05:28,382 INFO    MainThread:4972 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-08-13 18:05:28,382 INFO    MainThread:4972 [wandb_init.py:_log_setup():521] Logging user logs to .\wandb\run-20240813_180528-7rak3qs6\logs\debug.log
2024-08-13 18:05:28,383 INFO    MainThread:4972 [wandb_init.py:_log_setup():522] Logging internal logs to .\wandb\run-20240813_180528-7rak3qs6\logs\debug-internal.log
2024-08-13 18:05:28,383 INFO    MainThread:4972 [wandb_init.py:init():561] calling init triggers
2024-08-13 18:05:28,383 INFO    MainThread:4972 [wandb_init.py:init():568] wandb.init called with sweep_config: {}
config: {}
2024-08-13 18:05:28,383 INFO    MainThread:4972 [wandb_init.py:init():611] starting backend
2024-08-13 18:05:28,384 INFO    MainThread:4972 [wandb_init.py:init():615] setting up manager
2024-08-13 18:05:28,393 INFO    MainThread:4972 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2024-08-13 18:05:28,396 INFO    MainThread:4972 [wandb_init.py:init():623] backend started and connected
2024-08-13 18:05:28,406 INFO    MainThread:4972 [wandb_init.py:init():715] updated telemetry
2024-08-13 18:05:28,456 INFO    MainThread:4972 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-08-13 18:05:29,549 INFO    MainThread:4972 [wandb_run.py:_on_init():2357] communicating current version
2024-08-13 18:05:30,317 INFO    MainThread:4972 [wandb_run.py:_on_init():2366] got version response upgrade_message: "wandb version 0.17.6 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-08-13 18:05:30,318 INFO    MainThread:4972 [wandb_init.py:init():799] starting run threads in backend
2024-08-13 18:05:45,680 INFO    MainThread:4972 [wandb_run.py:_console_start():2335] atexit reg
2024-08-13 18:05:45,680 INFO    MainThread:4972 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-08-13 18:05:45,680 INFO    MainThread:4972 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-08-13 18:05:45,680 INFO    MainThread:4972 [wandb_run.py:_redirect():2280] Redirects installed.
2024-08-13 18:05:45,681 INFO    MainThread:4972 [wandb_init.py:init():842] run started, returning control to user process
2024-08-13 18:05:45,683 INFO    MainThread:4972 [wandb_run.py:_config_callback():1347] config_cb None None {'num_features': 3, 'num_classes': 2, 'pre_layers': [3, 32], 'conv_layers': [32], 'post_layers': [32, 2], 'dgm_layers': [32, 32], 'lr': 0.05, 'dgm_name': 'no_dgm', 'gamma': 0, 'std': 0, 'k': 0, 'distance': 'euclidean', 'use_gcn': True, 'dropout': 0.0, 'ensemble_steps': 1, 'optimizer': 'adam', 'pooling': 'sag', 'ratio': 1, 'topk_minscore': 0.1, 'snr_db': 13}
2024-08-13 18:05:46,206 INFO    MainThread:4972 [wandb_run.py:_config_callback():1347] config_cb None None {'num_features': 3, 'num_classes': 2, 'pre_layers': [3, 32], 'conv_layers': [32], 'post_layers': [32, 2], 'dgm_layers': [32, 32], 'lr': 0.05, 'dgm_name': 'no_dgm', 'gamma': 0, 'std': 0, 'k': 0, 'distance': 'euclidean', 'use_gcn': True, 'dropout': 0.0, 'ensemble_steps': 1, 'optimizer': 'adam', 'pooling': 'sag', 'ratio': 1, 'topk_minscore': 0.1, 'snr_db': 13}
2024-08-13 18:05:53,460 INFO    MainThread:4972 [wandb_run.py:_config_callback():1347] config_cb None None {'num_features': 3, 'num_classes': 2, 'pre_layers': [3, 32], 'conv_layers': [32], 'post_layers': [32, 2], 'dgm_layers': [32, 32], 'lr': 0.05, 'dgm_name': 'no_dgm', 'gamma': 0, 'std': 0, 'k': 0, 'distance': 'euclidean', 'use_gcn': True, 'dropout': 0.0, 'ensemble_steps': 1, 'optimizer': 'adam', 'pooling': 'sag', 'ratio': 1, 'topk_minscore': 0.1, 'snr_db': 13}
2024-08-13 18:05:53,551 INFO    MainThread:4972 [wandb_run.py:_config_callback():1347] config_cb None None {'num_features': 3, 'num_classes': 2, 'pre_layers': [3, 32], 'conv_layers': [32], 'post_layers': [32, 2], 'dgm_layers': [32, 32], 'lr': 0.05, 'dgm_name': 'no_dgm', 'gamma': 0, 'std': 0, 'k': 0, 'distance': 'euclidean', 'use_gcn': True, 'dropout': 0.0, 'ensemble_steps': 1, 'optimizer': 'adam', 'pooling': 'sag', 'ratio': 1, 'topk_minscore': 0.1, 'snr_db': 13}
