epoch,step,train_acc,train_loss,val_acc,val_loss
0,27,,,0.5405405163764954,0.6955813765525818
0,27,0.5977528095245361,0.6806159019470215,,
1,55,,,0.5405405163764954,0.6874017715454102
1,55,0.6112359762191772,0.6682499647140503,,
2,83,,,0.5405405163764954,0.714625895023346
2,83,0.6146067380905151,0.6656021475791931,,
3,111,,,0.5405405163764954,0.7153379917144775
3,111,0.6089887619018555,0.6705549955368042,,
4,139,,,0.5675675868988037,0.7004358768463135
4,139,0.615730345249176,0.6723179221153259,,
5,167,,,0.5405405163764954,0.6964854598045349
5,167,0.6089887619018555,0.673364520072937,,
6,195,,,0.5855855941772461,0.6993427872657776
6,195,0.6168539524078369,0.666035532951355,,
7,223,,,0.5675675868988037,0.687694251537323
7,223,0.615730345249176,0.6654743552207947,,
8,251,,,0.5765765905380249,0.7087156176567078
8,251,0.6089887619018555,0.6660142540931702,,
9,279,,,0.5405405163764954,0.7128735780715942
9,279,0.6134831309318542,0.6660457253456116,,
10,307,,,0.5765765905380249,0.698913037776947
10,307,0.6112359762191772,0.6684874892234802,,
11,335,,,0.5495495200157166,0.7082067728042603
11,335,0.6134831309318542,0.6688679456710815,,
12,363,,,0.5675675868988037,0.695764422416687
12,363,0.6123595237731934,0.6679842472076416,,
13,391,,,0.5585585832595825,0.6932293772697449
13,391,0.6134831309318542,0.6664069294929504,,
14,419,,,0.5495495200157166,0.6868286728858948
14,419,0.6078651547431946,0.6685106158256531,,
