epoch,step,train_acc,train_loss,val_acc,val_loss
0,32,,,0.5538312196731567,0.6921974420547485
0,32,0.5031507611274719,0.6936555504798889,,
1,65,,,0.5383123159408569,0.6897600293159485
1,65,0.5201163291931152,0.691489577293396,,
2,98,,,0.5567409992218018,0.6867964267730713
2,98,0.5201163291931152,0.6894682049751282,,
3,131,,,0.5674102902412415,0.6851019859313965
3,131,0.5385361313819885,0.688159167766571,,
4,164,,,0.5548011660575867,0.6844871640205383
4,164,0.5555016994476318,0.6864902377128601,,
5,197,,,0.5431619882583618,0.6852275729179382
5,197,0.5482307076454163,0.6858305335044861,,
6,230,,,0.5431619882583618,0.6837559342384338
6,230,0.558410108089447,0.6847459673881531,,
7,263,,,0.5489815473556519,0.68418949842453
7,263,0.5618032217025757,0.6853545904159546,,
8,296,,,0.5383123159408569,0.6865601539611816
8,296,0.5642268657684326,0.6853129267692566,,
9,329,,,0.5557711124420166,0.6834512948989868
9,329,0.5574406385421753,0.6848770976066589,,
