epoch,step,train_acc,train_loss,val_acc,val_loss
0,32,,,0.552093505859375,0.6911483407020569
0,32,0.507055938243866,0.6935271620750427,,
1,65,,,0.5705939531326294,0.6871346831321716
1,65,0.5440389513969421,0.6909250617027283,,
2,98,,,0.5657253861427307,0.685365617275238
2,98,0.5596107244491577,0.6887210011482239,,
3,131,,,0.5774099230766296,0.6807771325111389
3,131,0.5708029270172119,0.6846852898597717,,
4,164,,,0.5657253861427307,0.6845858693122864
4,164,0.5644769072532654,0.680570125579834,,
5,197,,,0.5686465501785278,0.6797391772270203
5,197,0.5756691098213196,0.6815205812454224,,
6,230,,,0.5900681614875793,0.6808084845542908
6,230,0.5591241121292114,0.6796124577522278,,
7,263,,,0.5735151171684265,0.6784011125564575
7,263,0.5790753960609436,0.6790710091590881,,
8,296,,,0.5764362215995789,0.6803200244903564
8,296,0.574695885181427,0.677179217338562,,
9,329,,,0.567672848701477,0.6804555654525757
9,329,0.5737226009368896,0.6776190996170044,,
10,362,,,0.5793573260307312,0.6803625822067261
10,362,0.5761557221412659,0.6766135096549988,,
11,395,,,0.5774099230766296,0.6815232038497925
11,395,0.5742092728614807,0.6769537925720215,,
12,428,,,0.5793573260307312,0.6815735697746277
12,428,0.5771289467811584,0.676714301109314,,
13,461,,,0.5793573260307312,0.6789346933364868
13,461,0.5756691098213196,0.6739808917045593,,
14,494,,,0.572541356086731,0.6802452802658081
14,494,0.5527980327606201,0.6760216355323792,,
15,495,,,0.5754625201225281,0.6894441246986389
15,495,,,0.5608568787574768,0.679393470287323
15,495,,,0.5822784900665283,0.6784823536872864
15,495,,,0.5764362215995789,0.6803381443023682
15,495,,,0.5715676546096802,0.6786606311798096
15,495,,,0.5920155644416809,0.6781107783317566
15,495,,,0.5754625201225281,0.6773765087127686
15,495,,,0.5764362215995789,0.6791347861289978
15,495,,,0.5754625201225281,0.6788297891616821
15,495,,,0.5813047885894775,0.6792727112770081
