epoch,step,train_acc,train_loss,val_acc,val_loss
0,27,,,0.534375011920929,0.7099630832672119
0,27,0.5584649443626404,0.7759305238723755,,
1,55,,,0.46875,0.7667889595031738
1,55,0.6347012519836426,0.6594789624214172,,
2,83,,,0.518750011920929,0.7352482080459595
2,83,0.6539320349693298,0.6523757576942444,,
3,111,,,0.526562511920929,0.7587829828262329
3,111,0.6468062996864319,0.6470758318901062,,
4,139,,,0.4609375,0.7091895341873169
4,139,0.6098901033401489,0.6652489304542542,,
5,167,,,0.46875,0.7431007027626038
5,167,0.6075721383094788,0.6737167239189148,,
6,195,,,0.5432291626930237,0.6855011582374573
6,195,0.6074004173278809,0.668062150478363,,
7,223,,,0.5432291626930237,0.6802669763565063
7,223,0.6609718203544617,0.6470015645027161,,
8,251,,,0.6031249761581421,0.6524927616119385
8,251,0.6416552662849426,0.6428670287132263,,
9,279,,,0.5677083134651184,0.6914410591125488
9,279,0.6424278616905212,0.6466883420944214,,
